ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
212  ,BRONSON AVE ,K1R6H8,Ward 14,3459,38,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply and fire protection system,0,"18,500",0,2108739,Construction, 2021-Sept-10
715  ,PAINTED SKY WAY ,K2S2L2,Ward 21,,106,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Paloma 2019 A3,1,"358,352",2143,2108740,Construction, 2021-Sept-10
560  ,MOODIE DR ,K2H6P6,Ward 8,4M-,,***CONTRACTOR***,Single,Nepean,Construct a addition to a 1 storey detached dwelling (over garage and kitchen area),0,"156,112",840,2108741,Construction, 2021-Sept-10
608  ,WINTERSET RD ,K2T0R2,Ward 4,,48,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Mapleton 2020 C,1,"525,906",3145,2108742,Construction, 2021-Sept-10
614  ,WINTERSET RD ,K2T0R2,Ward 4,,51,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Fitzroy II 2020 D,1,"399,488",2389,2108743,Construction, 2021-Sept-10
616  ,WINTERSET RD ,K2T0R2,Ward 4,,52,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Waverley 2020 B 4 bed,1,"436,611",2611,2108745,Construction, 2021-Sept-10
74  ,HAVELOCK ST ,K1S0A6,Ward 17,48,W PT LOT 9,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,"1,100",-800,2108746,Demolition, 2021-Sept-10
74  ,HAVELOCK ST ,K1S0A6,Ward 17,48,W PT LOT 9,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey triplex with basement storage and utility area (no fourth unit in the basement),3,"606,823",4395,2108747,Construction, 2021-Sept-10
1200  ,"ST-LAURENT, BOULEVARD  ",K1K3B8,Ward 13,4M-,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up on 1st floor of 2 storey Shopping Centre (Laura Secord-Unit 101),0,"70,000",667,2108748,Construction, 2021-Sept-10
8  ,PEBBLE CREEK CRES ,K2M2L4,Ward 23,4M-,,CONTRACTOR UNKNOWN,Single,Kanata,Interior alterations to a 2 storey detached dwelling (Interior Walls to create guest bedroom),0,"1,000",140,2108749,Construction, 2021-Sept-10
18  ,ARARAT CRT ,K2H8R9,Ward 7,M-144,9,CONTRACTOR UNKNOWN,Single,Nepean,Construct an addition and a deck (rear yard) to a 2 storey detached dwelling,0,"147,767",795,2108750,Construction, 2021-Sept-10
1180  ,SHILLINGTON AVE ,K1Z7Z4,Ward 16,252,PT LOTS 53-54,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply and fire protection system,0,"17,000",0,2108751,Construction, 2021-Sept-10
263  ,DENALI WAY ,K2S0R3,Ward 6,4M-1372,,COMFORT KING WINDOWS AND DOORS,Single,Goulbourn,Alterations to install 3 windows in a 2 storey detached dwelling (side yard),0,"4,500",0,2108752,Construction, 2021-Sept-10
175  ,GEORGE ST ,K1N5W5,Ward 12,,,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply,0,"5,000",0,2108754,Construction, 2021-Sept-10
380  ,CUMBERLAND ST ,K1N9P3,Ward 12,,,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply,0,"5,000",0,2108754,Construction, 2021-Sept-10
201  ,FRIEL ST ,K1N8Z3,Ward 12,,,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the fire protection system,0,"16,000",0,2108755,Construction, 2021-Sept-10
100  ,BAYSHORE DR ,K2B8C1,Ward 7,4M-,,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit up in 3 storey retail building (Bayshore Shopping Centre, Skin Perform, Unit #BB10)",0,"100,000",1033,2108756,Construction, 2021-Sept-10
618  ,WINTERSET RD ,K2T0R2,Ward 4,,53,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Okanagan 4 2020 D,1,"556,006",3325,2108757,Construction, 2021-Sept-10
533  ,WINTERSET RD ,K2T0P4,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 CC,Monterey 2020 CC,Tahoe 4 2020 CA,Monterey 2020 CB",4,"762,019",5859,2108759,Construction, 2021-Sept-10
535  ,WINTERSET RD ,K2T0P4,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 CC,Monterey 2020 CC,Tahoe 4 2020 CA,Monterey 2020 CB",4,"762,019",5859,2108759,Construction, 2021-Sept-10
537  ,WINTERSET RD ,K2T0P4,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 CC,Monterey 2020 CC,Tahoe 4 2020 CA,Monterey 2020 CB",4,"762,019",5859,2108759,Construction, 2021-Sept-10
539  ,WINTERSET RD ,K2T0P4,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 CC,Monterey 2020 CC,Tahoe 4 2020 CA,Monterey 2020 CB",4,"762,019",5859,2108759,Construction, 2021-Sept-10
156  ,BEAUSOLEIL DR ,K1N8X8,Ward 12,43586,8,LAVERGNE HOME IMPROVEMENT,Semi - Detached,Old Ottawa,Interior/exterior alterations to convert a 2 storey semi-detached dwelling into a low rise apartment (4 units),0,"10,000",675,2108761,Construction, 2021-Sept-10
158  ,BEAUSOLEIL DR ,K1N8X8,Ward 12,43586,8,LAVERGNE HOME IMPROVEMENT,Semi - Detached,Old Ottawa,Interior/exterior alterations to convert a 2 storey semi-detached dwelling into a low rise apartment (4 units),0,"10,000",675,2108761,Construction, 2021-Sept-10
888  ,MELWOOD AVE ,,Ward 7,300416,1,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached,1,"561,142",3019,2108762,Construction, 2021-Sept-10
99  ,PARKDALE AVE ,K1Y1E6,Ward 15,41,6,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,FOUNDATION ONLY: Construct a 28 storey apartment building with 6 floors of underground parking,0,"7,126,950",84249,2108763,Construction, 2021-Sept-10
580  ,WINTERSET RD ,K2T0P9,Ward 4,,36,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Mackenzie 4 2020 D,1,"502,161",3003,2108764,Construction, 2021-Sept-10
375  ,GILMOUR ST ,K2P0R1,Ward 14,15558,39 & 40,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply,0,"5,000",0,2108765,Construction, 2021-Sept-10
495  ,CUMBERLAND ST ,K1N7K2,Ward 12,6 N55,PT LOT 5,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply,0,"5,000",0,2108766,Construction, 2021-Sept-10
497 / ,CUMBERLAND ST ,K1N7K2,Ward 12,6 N55,PT LOT 5,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply,0,"5,000",0,2108766,Construction, 2021-Sept-10
317  ,BASALT LANE ,K2T0P9,Ward 4,,35,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Jefferson 3 2020 A,1,"293,805",1757,2108768,Construction, 2021-Sept-10
3025  ,PALLADIUM DR ,K2T0N2,Ward 4,4M-1566,,CONTRACTOR UNKNOWN,Retail,West Carleton,Construct a 1 storey restaurant (Tim Horton's),0,"326,335",5402,2108770,Construction, 2021-Sept-10
186  ,GLADSTONE AVE ,K2P0Y3,Ward 14,30,A,***CONTRACTOR***,Single,Old Ottawa,Construct a 4-season sunroom on a 2 storey detached dwelling (rear yard),1,"33,451",180,2108771,Construction, 2021-Sept-10
262  ,COLUMBUS AVE ,K1K1P6,Ward 13,441,"103, PT LOT 104",CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish 2 storey detached dwelling,-1,"10,000",-800,2108772,Demolition, 2021-Sept-10
592  ,WINTERSET RD ,K2T0R1,Ward 4,,42,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Clairmont 4 2020 C,1,"373,569",2234,2108773,Construction, 2021-Sept-10
262 A ,COLUMBUS AVE ,,Ward 13,441,"103, PT LOT 104",CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Construct a 2 storey block of 3 townhouse dwellings,3,"379,391",3402,2108774,Construction, 2021-Sept-10
262 B ,COLUMBUS AVE ,,Ward 13,441,"103, PT LOT 104",CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Construct a 2 storey block of 3 townhouse dwellings,3,"379,391",3402,2108774,Construction, 2021-Sept-10
262 C ,COLUMBUS AVE ,,Ward 13,441,"103, PT LOT 104",CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Construct a 2 storey block of 3 townhouse dwellings,3,"379,391",3402,2108774,Construction, 2021-Sept-10
814  ,SENDERO WAY ,K2S2W8,Ward 21,4M-,,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,"382,800",2250,2108775,Construction, 2021-Sept-10
200  ,FRIEL ST ,K1N8Z2,Ward 12,,,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the fire protection system,0,"14,500",0,2108776,Construction, 2021-Sept-10
205  ,GLADSTONE AVE ,K2P0Y5,Ward 14,26981,PT LOT 15-17,CLIMATE WORKS,Apartment,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device on the domestic water supply and fire protection systems,0,"29,000",0,2108777,Construction, 2021-Sept-10
38  ,BERT G. ARGUE DR ,K2S1X9,Ward 6,4M-1057,26,***CONTRACTOR***,Single,Goulbourn,Install an enclosure for an in ground pool (rear yard),0,0,0,2108778,Pool Enclosure, 2021-Sept-10
701  ,PAINTED SKY WAY ,K2S2L2,Ward 21,4M-,,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a 2 storey detached dwelling,1,"390,699",2102,2108779,Construction, 2021-Sept-10
6964  ,VIOLA ST ,K0A2T0,Ward 21,4M897,14,TREVI POOLS,Single,Rideau,Install an enclosure for an above ground pool (rear yard),0,0,0,2108780,Pool Enclosure, 2021-Sept-10
1546  ,FEATHERSTON DR ,K1H6P2,Ward 18,,,KEMPTVILLE POOL & SPA,Single,Old Ottawa,Install enclosure for inground pool (Rear yard),0,0,0,2108781,Pool Enclosure, 2021-Sept-10
2872  ,OLD MAPLE LANE ,K0A1T0,Ward 5,689,LT 54,***CONTRACTOR***,Other,West Carleton,Install an enclosure for a hot tub (rear yard),0,0,0,2108782,Pool Enclosure, 2021-Sept-10
6526  ,JACK PINE CRES ,K4P1E1,Ward 20,,LOT 3 & 4,CONTRACTOR UNKNOWN,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,2108784,Pool Enclosure, 2021-Sept-10
589  ,WINTERSET RD ,K2T0R1,Ward 4,,32,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Waverley 2020 C 4 bed,1,"439,621",2629,2108785,Construction, 2021-Sept-10
584  ,WINTERSET RD ,K2T0R1,Ward 4,,38,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Waverley 2020 B 4 bed,1,"436,611",2611,2108786,Construction, 2021-Sept-10
66  ,LEBRETON ST N,K1R7H4,Ward 14,4908,PT LOTS &6,S.A.S. PLUMBING INC.,Retail,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic water supply (at water entry of commercial building),0,"5,000",0,2108787,Construction, 2021-Sept-10
842  ,SNAP HOOK CRES ,K2J6V7,Ward 3,4M-1673,7,GLENVIEW HOMES (CEDARVIEW) LTD,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 30-11 2017 E,1,"303,002",1812,2108790,Construction, 2021-Sept-13
800  ,MOCHI CIR ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 end",4,"801,819",6165,2108791,Construction, 2021-Sept-13
802  ,MOCHI CIR ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 end",4,"801,819",6165,2108791,Construction, 2021-Sept-13
804  ,MOCHI CIR ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 end",4,"801,819",6165,2108791,Construction, 2021-Sept-13
806  ,MOCHI CIR ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 end",4,"801,819",6165,2108791,Construction, 2021-Sept-13
1907  ,CESSNA PRIV ,,Ward 5,,2,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,West Carleton,Construct a 2 Storey Single with attached garage  Model: Newington 2018 C,1,"574,902",3438,2108792,Construction, 2021-Sept-13
596  ,WINTERSET RD ,K2T0R1,Ward 4,,44,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Frontenac 2020 D,1,"459,186",2746,2108793,Construction, 2021-Sept-13
582  ,WINTERSET RD ,K2T0P9,Ward 4,,37,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Okanagan 4 2020 D,1,"556,006",3325,2108794,Construction, 2021-Sept-13
248  ,PURCHASE CRES ,K2S2L7,Ward 6,4M-,,***CONTRACTOR***,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"18,588",400,2108795,Construction, 2021-Sept-13
585  ,WINTERSET RD ,K2T0P9,Ward 4,,34,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Waverley 2020 B 4 bed,1,"436,611",2611,2108796,Construction, 2021-Sept-13
587  ,WINTERSET RD ,K2T0R1,Ward 4,,33,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Mackenzie 4 2020 D,1,"502,161",3003,2108797,Construction, 2021-Sept-13
715  ,MOONFLOWER CRES ,,Ward 22,4M-1676,31V,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 4514 2020 B,1,"467,714",2797,2108798,Construction, 2021-Sept-13
237  ,TROLLIUS WAY ,K1T0R9,Ward 22,4M-1640,114T,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 1 Storey Single with attached garage  Model: 4397 2020 A,1,"264,040",1579,2108799,Construction, 2021-Sept-13
1400  ,HEMLOCK RD ,K1K5A8,Ward 13,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,230,364",9460,2108800,Construction, 2021-Sept-13
1402  ,HEMLOCK RD ,K1K5A8,Ward 13,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,230,364",9460,2108800,Construction, 2021-Sept-13
1404  ,HEMLOCK RD ,K1K5A8,Ward 13,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,230,364",9460,2108800,Construction, 2021-Sept-13
1406  ,HEMLOCK RD ,K1K5A8,Ward 13,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,230,364",9460,2108800,Construction, 2021-Sept-13
1408  ,HEMLOCK RD ,K1K5A8,Ward 13,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,230,364",9460,2108800,Construction, 2021-Sept-13
1410  ,HEMLOCK RD ,K1K5A8,Ward 13,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,230,364",9460,2108800,Construction, 2021-Sept-13
672  ,MOONFLOWER CRES ,,Ward 22,4M-1676,22V,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 3815 2020 B,1,"464,537",2778,2108801,Construction, 2021-Sept-13
598  ,WINTERSET RD ,K2T0R1,Ward 4,,45,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Mackenzie 4 2020 B,1,"502,997",3008,2108802,Construction, 2021-Sept-13
594  ,WINTERSET RD ,K2T0R1,Ward 4,,43,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Quinton GS 2020 B,1,"570,387",3411,2108803,Construction, 2021-Sept-13
861  ,BECKTON HTS ,K2S2P9,Ward 6,tbd,36B,TAMARACK DEVELOPMENTS CORPORATION,Single,Goulbourn,Construct a 2 Storey Single without attached garage  Model: 3530 (2020),1,"449,821",2690,2108804,Construction, 2021-Sept-13
864  ,BECKTON HTS ,K2S2P9,Ward 6,tbd,61B,TAMARACK DEVELOPMENTS CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: 4541 2020 B,1,"518,382",3100,2108805,Construction, 2021-Sept-13
401  ,TURMERIC CRT ,K2S2X8,Ward 6,TBD,64B,TAMARACK DEVELOPMENTS CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: 4540 2020 B,1,"538,113",3218,2108806,Construction, 2021-Sept-13
1412  ,HEMLOCK RD ,K1K5A8,Ward 13,4M-1581,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,229,584",9454,2108807,Construction, 2021-Sept-13
1414  ,HEMLOCK RD ,K1K5A8,Ward 13,4M-1581,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,229,584",9454,2108807,Construction, 2021-Sept-13
1416  ,HEMLOCK RD ,K1K5A8,Ward 13,4M-1581,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,229,584",9454,2108807,Construction, 2021-Sept-13
1418  ,HEMLOCK RD ,K1K5A8,Ward 13,4M-1581,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,229,584",9454,2108807,Construction, 2021-Sept-13
1420  ,HEMLOCK RD ,K1K5A8,Ward 13,4M-1581,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,229,584",9454,2108807,Construction, 2021-Sept-13
1422  ,HEMLOCK RD ,K1K5A8,Ward 13,4M-1581,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Old Ottawa,Construct a 3 storey block of 6 rowhouse dwellings,6,"1,229,584",9454,2108807,Construction, 2021-Sept-13
1200  ,"ST-LAURENT, BOULEVARD  ",K1K3B8,Ward 13,4M-,,PREMA INC,Retail,Old Ottawa,"Tenant fitup in a 2 storey retail building (St-Laurent Shopping Centre, remove wall between 2 stores)",0,"10,572",1735,2108808,Construction, 2021-Sept-13
1690  ,LIBERTY WAY ,K4A4Y8,Ward 19,4M1217,27,FLORAL DESIGN LANDSCAPING,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,2108809,Pool Enclosure, 2021-Sept-13
1884  ,SAVOY PL ,K2C0W1,Ward 8,474058,106,CONTRACTOR UNKNOWN,Single,Old Ottawa,Finish the basement in a 1 storey detached dwelling,0,"15,000",1100,2108811,Construction, 2021-Sept-13
3741  ,TWIN FALLS PL ,K1V1W7,Ward 22,4M-1144,120,FENCE MASTERS INC.,Single,Gloucester,Construct a deck (rear yard),0,"7,500",100,2108812,Construction, 2021-Sept-13
181  ,WESTAR FARM WAY ,K0A1B0,Ward 21,4M-1632,10,GRIZZLY HOMES,Single,Goulbourn,Construct a 1 storey detached dwelling,1,"457,426",2461,2108813,Construction, 2021-Sept-13
285  ,UPPER DWYER HILL RD ,K0A1B0,Ward 5,,2,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 1 storey detached dwelling,1,"187,357",1008,2108814,Construction, 2021-Sept-13
285  ,UPPER DWYER HILL RD ,K0A1B0,Ward 5,4M-,,CONTRACTOR UNKNOWN,Detached Garage/Shed,West Carleton,Construct a 1 storey accessory building (rear yard),0,"15,000",1200,2108815,Construction, 2021-Sept-13
1  ,THRESHER AVE ,K2S1X7,Ward 6,4M-1057,83,***CONTRACTOR***,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2108816,Pool Enclosure, 2021-Sept-13
91  ,QUEEN VICTORIA ST ,K1M1S5,Ward 13,17,,***CONTRACTOR***,Single,Old Ottawa,Install an enclosure for an above ground pool (rear yard),0,0,0,2108817,Pool Enclosure, 2021-Sept-13
2271  ,PRINCE OF WALES DR ,K2E6Z8,Ward 9,4M-,,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant Fit-Up to a 1-storey restaurant (Starbucks Coffee),0,"350,000",1963,2108818,Construction, 2021-Sept-13
29  ,HAWKS LANDING CRES ,K2S1R8,Ward 6,,,TREVI CONSTRUCTION,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2108819,Pool Enclosure, 2021-Sept-13
29  ,BILLINGHAM CRES ,K2K2T7,Ward 4,,,IMPRESSIONS GROUP,Single,Kanata,Install enclosure for inground pool (Rear yard),0,0,0,2108820,Pool Enclosure, 2021-Sept-13
1471  ,DUCHESS CRES ,K4M1K2,Ward 20,4M-850,10,CAMPBELL POOLS (EMBRUN),Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,2108821,Pool Enclosure, 2021-Sept-13
805  ,BELFAST RD ,K1G0Z4,Ward 18,4M-,,RIDEAU TRANSIT MAINTENANCE (RTM),Industrial,Old Ottawa,Construct a coverall tent OLRT-Confederation line,0,"60,000",686,2108822,Construction, 2021-Sept-13
161  ,CRICHTON ST ,K1M1W1,Ward 13,42,PT LOT 14,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY - Replace lead pipe water service from meter to curb stop,0,"5,000",0,2108823,Construction, 2021-Sept-13
2547  ,BASELINE RD ,K2H7B3,Ward 8,4M-,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant Fit-Up in a 1 storey commercial plaza (Canna North Cannabis),0,"124,480",1927,2108825,Construction, 2021-Sept-13
30  ,LENTAGO AVE ,K2J7A2,Ward 21,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Pristine 2020 CR,Lilac 2020 CR,Oak 2020 end CR,Fir 2020 CR,Majestic 2020 CR",6,"1,346,844",9517,2108826,Construction, 2021-Sept-13
32  ,LENTAGO AVE ,K2J7A2,Ward 21,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Pristine 2020 CR,Lilac 2020 CR,Oak 2020 end CR,Fir 2020 CR,Majestic 2020 CR",6,"1,346,844",9517,2108826,Construction, 2021-Sept-13
34  ,LENTAGO AVE ,K2J7A2,Ward 21,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Pristine 2020 CR,Lilac 2020 CR,Oak 2020 end CR,Fir 2020 CR,Majestic 2020 CR",6,"1,346,844",9517,2108826,Construction, 2021-Sept-13
36  ,LENTAGO AVE ,K2J7A2,Ward 21,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Pristine 2020 CR,Lilac 2020 CR,Oak 2020 end CR,Fir 2020 CR,Majestic 2020 CR",6,"1,346,844",9517,2108826,Construction, 2021-Sept-13
38  ,LENTAGO AVE ,K2J7A2,Ward 21,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Pristine 2020 CR,Lilac 2020 CR,Oak 2020 end CR,Fir 2020 CR,Majestic 2020 CR",6,"1,346,844",9517,2108826,Construction, 2021-Sept-13
40  ,LENTAGO AVE ,K2J7A2,Ward 21,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Pristine 2020 CR,Lilac 2020 CR,Oak 2020 end CR,Fir 2020 CR,Majestic 2020 CR",6,"1,346,844",9517,2108826,Construction, 2021-Sept-13
808  ,MOCHI CIR ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Oliver 2018 end,Gregoire 2018 mid,Whitney 2018 mid,Whitney 2018 mid,Gregoire 2018 mid",6,"1,258,589",9677,2108827,Construction, 2021-Sept-13
810  ,MOCHI CIR ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Oliver 2018 end,Gregoire 2018 mid,Whitney 2018 mid,Whitney 2018 mid,Gregoire 2018 mid",6,"1,258,589",9677,2108827,Construction, 2021-Sept-13
812  ,MOCHI CIR ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Oliver 2018 end,Gregoire 2018 mid,Whitney 2018 mid,Whitney 2018 mid,Gregoire 2018 mid",6,"1,258,589",9677,2108827,Construction, 2021-Sept-13
814  ,MOCHI CIR ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Oliver 2018 end,Gregoire 2018 mid,Whitney 2018 mid,Whitney 2018 mid,Gregoire 2018 mid",6,"1,258,589",9677,2108827,Construction, 2021-Sept-13
